3783 11264
146 222 1
527 3769 1
29 571 1
5 2325 1
1 3578 1
433 459 1
11 304 1
638 3771 -1
207 3756 -1
37 70 1
76 130 1
69 3781 -1
718 1637 1
18 72 1
79 195 1
9 1110 1
403 423 1
94 171 1
2 52 1
78 1659 1
525 1825 -1
38 162 1
280 3409 1
1 347 1
403 1958 1
99 3766 1
109 304 1
15 41 1
26 66 1
38 239 1
57 291 1
2 655 1
42 3762 -1
138 2521 1
1134 3183 1
145 540 1
74 77 1
2788 3781 1
174 448 1
129 1438 1
180 225 1
2 2290 1
197 234 1
2321 3773 1
160 259 1
1156 3705 1
176 1019 1
86 97 1
15 3730 1
8 637 1
0 2749 1
243 563 1
20 737 1
12 1534 1
37 259 1
18 3763 -1
31 695 1
1 53 1
13 483 1
0 3278 1
6 318 1
313 865 1
16 97 1
346 1748 1
3 1208 1
76 88 1
129 776 1
39 791 1
67 1530 1
53 3728 -1
178 751 1
322 1240 1
441 1946 1
124 261 1
16 283 1
83 862 1
87 665 1
68 738 1
872 1255 1
4 3741 -1
130 653 1
102 162 1
67 880 1
86 268 1
214 326 1
11 458 1
2 202 1
63 284 1
69 97 1
187 353 1
8 202 1
6 3777 -1
29 881 1
38 69 1
14 1890 1
49 442 1
40 3743 -1
123 227 -1
25 1567 1
3708 3762 1
14 852 1
124 172 1
2181 3575 1
3731 3781 -1
138 1640 1
39 128 1
0 1521 1
5 1460 1
905 3564 1
541 2754 1
16 1988 1
12 1809 1
671 3006 1
5 1545 1
21 3757 -1
39 2918 1
96 210 1
240 750 1
94 3758 -1
4 291 1
68 1756 1
57 887 1
42 1898 1
650 2422 1
74 215 1
84 881 -1
183 439 1
300 3105 1
5 279 1
12 596 1
6 86 1
1791 3773 1
36 379 1
78 383 1
70 799 1
9 622 1
99 826 1
2066 2554 1
135 527 1
187 3718 -1
20 38 1
94 331 1
224 262 1
1 72 1
32 1165 1
3 1084 1
45 2283 1
137 1559 1
31 244 1
0 2869 1
257 873 1
10 289 1
515 1135 1
21 702 1
148 1030 1
124 2224 -1
14 63 1
166 381 1
1 1956 1
0 2151 1
388 2218 1
115 122 1
25 3743 1
82 481 1
25 124 1
848 1666 1
75 76 1
86 162 1
2171 3781 1
14 2432 1
151 768 1
604 2430 1
103 2292 1
15 44 1
34 458 1
29 1194 1
644 2342 1
1146 3253 1
123 683 1
1865 2359 1
274 450 1
340 1001 1
3 847 1
1234 2012 1
75 407 1
3 2484 1
28 3464 1
77 3704 -1
83 262 1
402 713 1
1481 1482 1
50 79 1
1697 2081 1
187 195 1
41 3581 1
1058 2356 1
278 823 1
1 507 1
616 1637 1
82 206 1
51 1754 1
1 349 1
756 1843 1
21 66 1
25 1426 1
423 1137 1
54 2994 1
1195 2390 1
2 94 1
12 3038 1
54 1235 1
178 3778 -1
15 39 1
130 530 1
257 592 1
172 206 1
25 131 1
534 535 1
363 373 1
32 1143 1
87 3576 1
53 333 1
13 37 1
30 46 1
94 665 1
2 3471 1
487 1320 1
1424 1595 1
83 112 1
971 3177 1
60 3195 1
57 306 1
358 2054 1
42 3782 -1
171 325 1
57 1189 1
99 3679 1
0 1023 1
149 153 1
14 766 1
176 349 1
5 3095 1
141 1778 1
111 523 1
143 3261 1
21 178 1
0 3413 1
112 270 1
9 491 1
2 1273 1
127 1064 1
0 950 1
112 158 -1
235 364 1
176 786 1
167 590 1
6 2306 1
14 32 1
546 584 1
137 565 1
127 289 1
75 253 1
2131 3743 1
506 582 1
12 3575 1
20 620 1
79 300 1
521 3464 1
425 2554 1
411 715 -1
42 374 1
160 187 -1
198 266 1
9 141 1
32 1138 1
70 456 1
31 172 1
476 1661 1
28 153 1
0 2471 1
112 352 1
24 1829 1
298 1240 1
14 3593 -1
29 102 1
8 3742 -1
25 171 1
10 1754 1
280 557 1
72 96 1
677 1685 1
36 112 1
320 707 1
141 950 1
132 202 1
682 797 1
329 2409 1
31 2131 1
429 3773 1
5 167 1
29 1690 1
9 23 1
18 706 1
22 442 1
49 168 1
0 1941 1
774 3627 -1
1095 1695 1
436 1978 1
56 871 1
170 521 1
140 172 1
24 3771 -1
885 3773 1
50 2149 1
1389 2335 1
117 527 1
176 551 1
8 158 1
187 483 1
258 1316 1
98 658 1
790 3592 -1
35 82 1
49 720 1
250 543 1
110 3777 -1
14 3433 1
10 3781 1
281 1265 1
420 528 1
154 3593 -1
602 1381 1
3 2102 1
98 105 1
163 1392 -1
80 1561 1
1 235 1
7 706 -1
14 1389 1
11 39 1
132 1271 1
597 3464 1
10 1029 1
128 844 1
108 921 1
11 1209 1
57 3769 -1
47 101 1
258 1801 1
284 805 1
106 266 1
583 1715 1
8 184 -1
114 3250 1
350 1892 1
4 1818 1
136 869 1
2 161 1
31 102 1
737 1180 1
128 271 1
6 42 -1
236 655 1
14 2430 1
25 2279 1
40 390 1
359 3782 -1
1 92 1
403 619 1
1 57 1
79 183 1
254 1281 1
758 3775 -1
0 88 1
3 222 1
22 712 1
28 613 1
65 1645 1
43 81 1
67 1865 1
41 255 1
173 821 1
56 2092 1
104 495 1
364 1968 1
3 3505 1
138 1082 1
10 734 1
978 2358 1
0 3082 1
132 256 1
407 1452 1
664 1102 1
39 716 1
7 267 -1
11 613 1
144 347 1
330 1525 1
572 1000 1
10 192 1
103 144 -1
401 1114 1
11 821 1
403 2647 1
0 2314 1
37 276 1
68 1493 1
40 186 1
10 263 1
2 3609 1
75 83 1
250 353 1
704 1558 1
176 1323 1
3464 3708 -1
71 631 1
23 287 1
586 786 1
1 34 1
21 74 1
23 33 1
167 771 1
155 3782 -1
707 3670 -1
1 139 1
349 3006 1
176 265 1
79 490 1
535 1622 1
477 987 1
48 288 1
797 2916 1
162 248 1
0 3374 1
114 1184 1
211 400 1
74 209 1
240 1879 1
129 975 1
222 472 1
62 717 1
128 1085 1
271 3744 -1
18 261 1
797 1768 1
33 1860 1
77 1021 1
7 612 -1
14 3564 -1
93 232 1
68 256 1
7 592 -1
23 940 1
113 3368 -1
3 660 1
144 1760 1
36 96 1
10 344 1
187 189 1
4 483 1
26 3133 1
0 616 1
243 1355 1
10 92 1
125 1553 1
84 359 1
45 1527 1
53 1105 1
116 121 1
10 2907 1
64 1932 1
5 1184 1
17 2117 1
8 853 1
15 1609 1
29 317 1
19 44 1
449 1245 1
61 228 1
1483 2820 1
192 1917 1
648 1191 1
21 69 1
36 74 1
1683 3453 1
23 1690 1
18 25 1
4 3722 -1
30 81 -1
548 1578 1
0 1541 1
367 1000 1
34 103 1
154 1452 1
2233 2349 1
112 823 -1
10 1561 1
93 650 1
15 1082 1
1115 3742 1
101 102 1
7 303 -1
43 545 1
178 747 1
3464 3583 -1
7 307 1
10 359 1
153 875 1
7 61 1
10 17 1
77 402 1
0 174 1
22 98 1
66 745 1
38 47 1
156 189 1
18 1367 1
29 596 1
68 797 1
591 1149 1
1825 3266 1
349 1021 1
60 1850 1
8 151 1
7 241 -1
21 116 1
1073 1395 1
34 577 1
12 1171 1
1034 3732 1
0 3421 1
207 319 1
738 2876 1
155 197 1
38 131 1
36 39 1
0 3022 1
25 2388 1
165 694 1
0 1127 1
0 1495 1
110 3738 1
145 762 1
11 1833 1
37 300 1
493 1420 1
56 149 1
93 604 1
109 1882 1
133 1372 1
13 121 1
51 2901 1
46 3777 -1
166 236 1
44 271 1
680 3742 -1
19 3755 -1
26 141 1
108 3702 1
3 577 1
142 549 1
9 663 1
8 2726 1
176 244 -1
562 3728 1
6 1177 1
86 3317 1
14 3381 1
120 1057 1
361 960 1
176 294 1
359 875 1
1223 3452 1
57 221 1
34 2560 1
78 2653 1
9 1796 1
67 1536 1
6 220 1
131 1020 1
9 248 1
140 1352 1
25 776 1
758 1870 1
11 1064 1
86 1883 1
75 1940 1
1312 1491 1
1535 1855 1
236 847 1
619 3774 -1
129 777 1
253 3676 1
6 2300 1
94 412 1
211 250 1
47 201 1
75 302 1
165 3695 -1
213 1779 1
105 165 1
173 314 1
191 2292 1
36 560 1
11 35 1
1015 1365 1
113 336 1
153 440 1
53 112 1
1645 3770 -1
132 318 1
325 908 1
10 758 1
113 1593 1
255 671 1
86 1069 1
2 1557 1
69 139 1
143 389 1
541 1637 1
61 3768 -1
3662 3684 1
61 305 1
1606 1915 1
32 2967 1
91 1322 1
11 48 1
3714 3743 1
155 1031 1
14 3441 1
19 728 1
35 3763 1
149 192 1
85 351 1
63 3513 1
107 1742 1
88 698 1
28 683 1
7 3736 -1
30 145 1
114 3612 1
12 1331 1
865 1655 1
455 3034 1
1392 2335 1
610 1103 1
10 738 1
274 422 1
83 609 1
88 944 1
2 890 1
540 2025 1
920 1209 1
25 74 1
97 351 1
790 3574 -1
3 37 1
372 394 1
32 2595 1
104 117 1
176 2253 1
567 924 1
7 1067 -1
137 3228 1
0 2686 1
292 560 1
2 3104 1
42 622 1
271 3754 -1
68 158 1
32 543 1
95 490 -1
20 39 1
477 1674 1
74 774 1
30 285 1
61 72 1
81 505 1
704 811 1
14 3119 1
129 724 1
115 176 1
32 869 1
271 3735 -1
105 452 1
51 283 1
1040 3156 1
263 797 -1
37 529 1
13 481 1
129 405 1
174 3767 1
29 35 1
4 981 1
858 3597 1
4 3622 1
141 1284 1
444 1624 1
203 948 1
256 1294 1
216 2524 1
825 3703 1
118 1945 1
55 1566 1
60 67 1
6 29 1
4 3753 -1
18 26 1
496 1177 1
9 66 1
238 447 1
185 229 1
54 2853 1
8 2780 1
44 654 1
10 3751 -1
392 3743 1
52 55 1
41 1064 1
34 125 1
552 1560 1
19 176 -1
14 3429 1
25 1137 1
606 768 1
1365 3132 1
0 3232 1
6 3051 1
199 606 1
131 314 1
45 119 1
118 661 1
60 971 1
105 130 1
139 2317 1
0 2785 1
14 1201 1
32 628 1
4 889 1
517 736 1
1461 2083 1
11 982 1
139 684 1
707 3666 -1
77 1472 1
42 124 1
169 1526 1
621 938 1
438 1401 1
7 29 1
58 190 1
163 834 1
125 1592 1
1226 3730 1
7 483 1
205 2353 1
30 378 1
259 1368 1
144 199 1
94 3752 -1
78 1696 1
57 112 -1
123 2139 1
3 1633 1
38 78 1
155 430 1
207 665 1
103 2416 1
77 797 1
134 3755 1
17 629 1
374 823 1
176 285 -1
84 286 1
71 323 1
117 140 1
187 199 1
106 3773 1
185 2335 1
61 204 1
104 703 1
205 3174 1
758 800 1
29 3695 -1
23 142 1
67 3779 -1
760 1896 1
94 107 1
84 294 1
3 62 1
370 797 1
8 3712 -1
21 100 1
178 3781 -1
254 868 1
715 2018 1
653 2040 1
94 3245 1
6 3144 1
21 165 1
449 3742 1
176 1047 1
26 221 1
430 2339 1
0 533 1
995 1614 1
211 225 1
318 798 1
94 245 1
510 611 1
47 130 1
13 96 1
44 311 1
302 386 1
1158 3777 -1
58 334 1
1387 1901 1
233 468 1
5 1056 1
942 1303 1
734 2078 1
644 753 1
392 2928 1
9 91 1
28 359 1
25 484 1
414 828 1
385 3742 -1
2 972 1
5 457 1
301 688 1
7 200 1
201 1650 1
141 254 1
0 2295 1
3 2708 1
132 349 1
13 315 1
117 602 1
31 72 1
1400 2526 1
185 373 1
440 720 1
709 768 1
1610 3464 -1
3 582 1
1 2458 1
13 99 1
103 287 -1
14 765 1
70 1330 1
84 124 1
29 1512 1
26 33 1
784 2071 1
12 649 1
144 317 1
91 344 1
2 123 1
57 170 1
1 2498 1
107 354 1
9 43 1
0 1185 1
3695 3731 -1
230 513 1
3 1229 1
113 163 1
175 517 1
7 109 1
314 2270 1
2 104 1
656 923 1
6 3732 -1
15 36 1
0 1315 1
62 104 1
341 919 1
24 248 1
93 557 1
38 76 1
1 59 1
16 100 1
932 933 1
797 2843 1
3 1614 1
87 163 1
129 180 1
10 490 1
108 180 1
9 453 1
206 665 1
180 998 1
352 471 1
596 1861 1
88 3742 -1
1251 1810 1
93 125 1
0 258 1
37 151 1
31 213 1
38 679 1
15 770 1
88 123 1
299 2032 1
35 289 1
375 3127 1
10 1341 1
167 322 1
187 205 1
1 248 1
6 756 1
57 117 1
2 96 1
16 74 1
60 1827 1
1175 3177 1
52 84 1
1953 3132 1
468 905 -1
493 1859 1
15 1408 1
4 3746 -1
176 2279 -1
677 3505 1
162 1773 1
94 104 1
107 2662 1
513 1431 1
1 7 1
56 251 1
0 3312 1
315 3770 -1
28 279 1
167 995 1
11 80 1
340 567 1
0 1861 1
72 3703 -1
7 3650 -1
67 3120 1
3 71 1
2390 3568 -1
318 740 1
10 2790 1
5 1055 1
56 2106 1
192 3456 -1
123 747 1
82 3730 1
47 679 1
171 554 1
443 507 1
418 770 1
0 2497 1
94 314 1
42 3779 -1
107 381 1
77 112 1
99 968 1
7 316 -1
13 2133 1
2258 3768 1
23 121 1
82 106 1
1226 3579 -1
12 3695 -1
157 649 1
84 3493 1
30 36 1
131 840 1
32 1033 1
195 241 1
490 3758 1
0 1464 1
715 1219 1
220 3108 1
130 1240 1
370 621 1
125 3730 -1
108 327 1
208 3728 1
23 373 1
10 182 -1
25 683 1
1478 2130 1
691 2224 1
176 881 1
442 2495 1
49 1240 1
63 125 1
292 3578 1
171 213 1
4 102 1
143 1690 1
25 504 1
45 696 1
201 405 1
660 2570 1
189 303 1
104 124 1
2230 3743 -1
33 58 1
1119 1266 1
12 3469 -1
6 742 1
198 370 1
53 187 1
2 1058 1
240 706 1
1061 3692 1
9 225 1
16 1488 1
112 756 1
0 2135 1
508 2344 1
25 28 1
324 413 1
117 821 1
355 404 1
0 89 1
791 2723 1
388 468 1
69 189 1
21 612 1
57 248 1
175 195 -1
63 113 1
15 469 1
175 490 -1
408 2163 1
281 676 1
27 253 1
83 403 1
10 1696 1
101 2843 1
546 795 1
993 1260 1
213 529 -1
210 1291 -1
4 2362 1
2335 3431 1
273 3781 1
1256 2586 1
43 592 1
128 1096 1
39 147 1
1 767 1
925 1243 1
32 227 1
41 1358 1
1610 3730 1
14 3430 1
193 711 1
13 2803 1
33 893 1
7 371 -1
106 512 1
68 2873 1
174 437 1
7 891 1
15 2256 1
18 140 1
51 486 1
20 945 1
0 3366 1
46 196 1
3 1397 1
4 3008 1
35 94 -1
103 3444 1
108 998 1
147 465 1
124 1008 1
1 262 1
32 87 1
655 936 1
8 131 1
936 1351 1
243 598 1
107 187 1
6 3661 -1
200 567 1
25 99 1
228 824 1
111 747 1
5 149 1
60 964 1
12 3692 -1
119 244 1
1 776 1
29 187 1
29 46 1
994 1209 -1
811 1847 1
67 1363 1
70 953 1
62 176 -1
274 678 1
4 2334 1
1220 3781 -1
22 657 1
1917 2750 1
11 34 1
966 3759 -1
44 569 1
626 3455 1
47 103 1
47 108 1
122 1810 1
81 3415 1
39 2125 1
173 3773 1
9 258 1
32 369 1
13 442 1
45 1312 1
166 1963 1
462 584 1
139 1648 1
7 1882 -1
51 685 1
21 209 1
29 161 1
711 3451 1
124 237 1
115 3782 -1
93 336 1
91 820 1
20 1158 1
302 611 1
13 360 1
148 639 1
635 2912 1
1602 2053 1
67 2296 1
41 3616 -1
39 451 1
176 3116 1
1934 3747 -1
6 3743 1
79 116 1
0 3401 1
1133 3740 -1
166 182 1
7 3648 -1
23 2146 1
13 19 1
359 1037 1
148 225 1
987 3774 -1
11 102 1
172 221 1
7 3560 -1
36 311 1
2 196 1
82 3597 1
57 1581 1
717 719 1
3 301 1
8 3778 -1
262 2579 1
681 2108 1
218 1788 1
15 778 1
45 655 1
21 2254 1
13 401 1
78 1017 1
22 709 1
1868 3314 1
0 2175 1
24 31 1
1037 3636 -1
14 28 1
135 157 1
4 11 1
9 412 1
275 886 1
168 1681 1
425 514 1
26 122 1
3464 3608 -1
62 1094 1
3465 3607 1
88 159 1
402 405 1
22 388 1
18 756 1
42 144 1
103 899 1
458 1198 1
282 1453 1
25 1308 1
24 243 1
67 598 1
326 1637 1
1 147 1
16 286 1
11 190 1
42 3761 -1
3573 3749 1
443 783 1
9 3121 1
42 3604 -1
8 732 1
862 1248 1
106 1419 1
128 909 1
881 1347 1
373 823 1
45 2257 1
12 111 1
91 2984 1
64 915 1
128 997 1
48 279 1
51 806 1
49 2879 1
130 720 1
127 192 1
8 1162 1
217 993 1
5 207 1
54 461 1
230 2101 1
405 720 1
130 1452 1
0 3005 1
9 317 1
0 1128 1
23 28 1
44 718 1
753 811 1
6 1730 1
165 3743 -1
824 3267 1
121 732 1
2 1062 1
17 2802 1
147 539 1
95 604 1
85 3394 1
374 1389 1
8 25 -1
100 245 1
219 959 1
100 477 1
148 910 1
180 2610 1
82 132 1
30 3768 1
64 65 1
38 325 1
11 72 1
243 640 1
169 632 1
229 3513 1
328 742 1
59 3751 -1
253 2619 1
8 517 1
230 3506 1
85 191 1
552 3248 1
96 924 1
20 551 1
105 654 1
198 800 1
361 2851 1
19 158 1
29 55 1
84 3681 -1
5 42 1
0 3735 -1
39 869 1
45 1529 1
41 411 1
50 1161 1
9 786 1
149 211 1
27 88 1
258 1859 1
93 899 1
311 783 1
1 352 1
5 1570 1
3 2467 1
205 978 1
677 929 1
54 672 1
44 1082 1
512 1750 1
5 162 1
3 1677 1
18 3363 1
142 2236 1
59 1481 -1
68 452 1
0 3609 1
210 1488 1
126 1826 1
305 451 1
138 2513 1
6 3685 -1
0 1859 1
332 642 1
19 132 1
9 2187 1
76 1637 1
530 1094 1
30 86 1
1 3755 -1
94 243 1
18 817 1
245 1857 1
61 3743 1
44 562 1
201 985 1
187 482 1
7 596 -1
316 808 1
1 176 1
22 137 1
43 322 1
6 416 1
105 499 1
7 457 1
213 3778 1
63 375 1
26 2327 1
1740 1785 1
0 2781 1
7 1517 1
23 30 1
506 2103 1
46 50 1
4 35 1
355 623 1
310 1443 1
188 189 1
2 1789 1
173 1159 1
16 139 1
11 117 1
1768 3731 1
144 3695 -1
40 189 1
336 2335 1
64 3774 -1
12 700 1
26 46 1
191 497 1
249 714 1
83 105 1
0 2146 1
332 372 1
21 486 1
1461 3552 1
102 160 1
7 3601 -1
23 1730 1
145 2938 1
186 551 1
5 631 1
18 42 1
3464 3716 -1
114 2363 1
71 291 1
79 458 1
205 456 1
552 2230 1
24 227 1
0 1572 1
416 753 -1
6 344 1
85 232 1
131 383 1
44 437 1
223 233 1
769 3506 1
38 2872 1
8 19 1
24 522 1
87 3737 -1
51 276 1
375 2408 1
904 3418 1
23 49 1
288 1887 1
1830 3139 1
862 1123 1
68 2846 1
152 252 1
122 1670 1
933 2393 1
24 142 1
94 2379 1
12 176 1
29 3190 1
34 85 1
7 2332 1
21 2238 1
94 3777 -1
0 2304 1
862 3593 1
60 2397 1
222 909 1
24 28 1
9 28 1
38 2110 1
29 747 1
86 3651 -1
4 119 1
2 649 1
34 231 1
9 61 1
52 123 1
73 1086 1
1114 2019 1
76 659 1
0 2771 1
185 280 1
100 1439 1
1 208 1
30 184 1
380 490 1
263 1505 1
1331 2247 1
224 1100 1
9 1429 1
94 3675 -1
80 114 1
21 151 1
198 450 1
44 233 1
126 880 1
35 1579 1
1929 1934 1
515 546 1
1 488 1
183 1045 1
2335 3371 1
12 132 1
29 171 1
81 287 1
143 3368 1
44 166 1
55 226 1
27 2063 1
39 96 1
343 787 1
23 94 1
96 227 1
11 173 1
23 87 1
0 1885 1
212 1326 1
86 3590 1
38 129 1
569 1248 1
797 1753 1
25 32 1
384 612 1
33 196 1
48 525 1
21 283 1
126 434 1
31 51 1
921 3686 1
396 1059 1
302 677 1
44 430 1
189 317 1
72 3590 1
29 522 1
115 289 1
747 1810 1
130 289 1
4 121 1
9 1030 1
4 3452 -1
128 1920 1
49 634 1
0 2143 1
536 1087 1
255 328 1
147 1599 1
8 20 1
338 670 1
401 609 1
8 3781 1
12 2269 1
10 592 1
0 1301 1
362 398 1
85 86 1
66 640 1
88 131 1
23 3146 1
64 483 1
42 3595 -1
72 84 1
69 74 1
39 2530 1
253 653 1
0 2272 1
79 746 1
4 2385 1
1988 2612 1
11 103 1
176 936 1
16 1299 1
121 197 1
137 2370 1
1387 1392 1
177 704 1
388 2122 1
2 1374 1
0 1578 1
87 184 -1
109 361 1
0 816 1
51 945 1
107 1291 1
9 1423 1
201 539 1
0 700 1
3 1037 1
176 202 1
1867 3194 1
51 66 1
0 2092 1
129 1634 1
40 50 1
3 1108 1
1181 1536 1
345 3743 1
69 3565 1
613 1107 1
7 264 1
946 2160 1
150 212 1
69 359 1
165 411 1
14 1872 1
123 641 1
4 415 -1
3 66 1
114 122 1
154 1467 1
60 981 1
99 176 -1
2 1523 1
1 985 1
149 3782 -1
59 3742 -1
7 591 -1
569 1100 1
937 3728 1
0 153 1
22 1397 1
78 2677 1
26 109 1
13 1289 1
23 62 1
590 3743 1
150 838 1
443 3702 -1
87 683 1
57 3710 -1
25 38 1
14 901 1
277 522 1
101 855 1
43 661 1
23 97 1
209 239 1
74 325 1
4 3701 -1
14 3781 -1
130 937 1
168 1209 1
144 505 -1
2 2310 1
323 2022 1
64 158 1
12 2274 1
12 2319 1
350 3738 1
419 771 1
51 89 1
295 330 1
28 221 1
150 2382 1
530 773 1
6 3763 -1
358 2059 1
7 3721 -1
79 2990 1
128 1227 1
7 526 -1
31 65 1
162 415 1
105 214 1
33 3703 1
69 590 1
552 3251 1
0 300 1
9 945 1
61 3714 1
116 2177 1
124 496 1
29 1345 1
1250 1256 1
2606 3742 1
278 905 1
330 3471 1
5 3111 1
49 1750 1
116 2198 1
368 3782 -1
1690 3778 -1
401 743 1
45 3764 -1
13 517 1
1867 1868 1
154 957 1
85 831 1
310 2201 1
6 171 1
3776 3781 -1
98 3730 1
176 3732 1
326 3782 -1
69 370 1
506 1984 1
155 638 1
6 114 1
14 952 1
10 23 1
356 3464 -1
7 3529 -1
13 1723 1
3742 3774 -1
15 441 1
0 635 1
3 445 1
7 33 1
694 802 1
8 174 1
870 941 1
176 1052 1
184 187 1
1388 3387 1
8 1724 1
23 3778 -1
3 2739 1
94 190 1
1 1997 1
2 171 1
222 267 1
176 491 1
33 648 1
1158 3776 -1
626 714 1
23 41 1
255 946 1
11 215 1
6 3595 -1
183 2230 1
1 199 1
130 560 1
143 411 1
15 106 1
47 209 1
118 768 1
7 3673 -1
14 3438 1
176 1540 1
244 3576 1
552 3242 1
6 491 1
104 612 -1
124 3746 -1
11 885 1
700 889 1
89 285 1
25 1136 1
68 276 1
0 3009 1
40 105 1
12 2277 1
24 59 1
517 2190 1
39 89 1
2 3568 1
25 176 -1
10 28 1
18 1198 1
68 799 1
21 1137 1
2 2289 1
272 281 1
176 505 1
3464 3743 -1
2 18 1
40 89 1
9 167 1
129 325 1
32 1279 1
538 853 1
2 169 1
22 499 1
77 318 1
7 1194 -1
168 364 1
592 1761 1
9 3742 -1
187 814 -1
3 248 1
63 2429 1
418 654 1
3777 3780 1
105 279 1
216 1993 1
384 2007 1
220 275 1
594 1031 1
2 3584 1
92 3728 -1
662 2334 1
90 125 1
740 2911 1
41 47 1
314 882 1
57 2402 1
152 2573 1
135 890 1
2 3131 1
187 333 1
56 582 1
245 336 1
85 1073 1
176 482 1
680 2718 1
849 1404 1
10 134 1
0 1842 1
101 1433 1
18 1391 1
0 290 1
326 1239 1
251 726 1
12 1530 1
597 672 1
1 149 1
176 814 1
149 221 -1
257 1920 1
189 3578 -1
21 40 1
71 1837 1
7 3540 -1
170 2308 1
42 155 1
149 3779 -1
405 535 1
147 839 1
161 1166 1
10 57 -1
30 160 1
118 282 1
141 644 1
2 987 1
483 1567 1
6 39 1
67 3512 -1
6 1494 1
54 384 1
21 256 1
128 3728 1
670 861 1
23 35 1
77 784 1
1704 2088 1
2 954 1
613 1165 1
23 228 1
34 189 1
284 454 1
143 1188 1
50 115 1
225 614 1
660 1970 1
227 815 1
1 138 1
22 1077 1
4 92 1
176 702 1
0 2197 1
6 1345 1
52 109 1
7 3672 -1
248 3782 -1
30 778 1
25 3776 -1
66 1362 1
21 130 1
2 3703 1
84 2950 1
374 497 1
850 3781 1
115 705 1
201 343 1
24 36 1
128 148 1
0 395 1
7 2343 1
408 1480 1
268 899 1
83 1618 1
453 1591 1
1007 3778 1
679 3464 -1
1680 3742 1
13 175 1
506 534 1
108 721 1
49 3572 1
9 913 1
232 3371 1
180 2565 1
1 263 1
156 2335 1
89 202 1
149 264 1
32 135 1
1217 1614 1
0 696 1
296 3730 1
176 271 1
25 110 1
84 145 1
76 407 1
9 3577 -1
587 1739 1
3 1610 1
453 1148 1
1571 3482 1
40 94 1
25 682 1
1111 3742 1
3 385 1
66 3464 1
4 140 1
46 65 1
137 1570 1
128 214 1
70 242 1
66 94 1
16 211 1
94 2409 1
0 1247 1
228 2252 1
63 1069 1
29 626 1
65 1472 1
596 1847 1
7 1345 -1
34 2806 1
33 279 1
103 2436 1
49 1279 1
991 1097 1
57 144 1
224 3591 -1
178 3776 -1
4 58 1
14 3502 -1
16 218 1
171 640 1
288 626 1
255 345 1
610 664 1
86 153 1
89 131 1
3 138 1
118 120 1
32 114 1
7 330 -1
83 2480 1
238 2534 1
26 124 1
49 53 1
323 1939 1
160 519 1
602 1008 1
498 1906 1
814 3464 1
28 525 1
124 411 1
22 842 1
981 3290 1
136 734 1
208 1934 1
97 210 1
14 1386 1
15 2949 1
6 881 1
268 324 1
35 814 1
160 453 1
15 3728 1
5 727 1
7 20 1
21 3133 1
21 158 1
1221 1999 1
176 488 1
6 1347 1
11 495 1
7 176 1
29 41 1
214 911 1
66 158 1
17 153 1
163 191 1
0 809 1
944 1478 1
76 267 1
160 1504 1
149 472 1
3 530 1
6 3176 1
0 3420 1
68 2182 1
2 719 1
16 210 1
93 765 1
1 1928 1
2 885 1
1203 3496 1
201 3781 1
366 382 1
114 240 1
105 405 1
477 857 1
166 539 1
0 2237 1
584 3778 -1
219 303 1
25 206 1
49 402 1
55 123 1
42 133 1
14 1920 -1
7 3017 1
213 554 1
23 61 1
281 386 1
0 2377 1
281 409 -1
381 3767 -1
175 1770 1
13 2156 1
29 3781 -1
63 3581 1
254 1284 1
18 401 1
672 1511 1
16 2796 1
0 2177 1
3464 3778 -1
235 382 1
0 2604 1
50 552 1
508 1156 1
83 98 1
1023 3753 -1
28 490 1
112 153 1
462 579 1
72 87 1
327 1963 1
184 248 1
746 1163 1
192 547 1
6 636 1
90 624 1
44 131 1
0 177 1
152 1664 1
57 584 1
5 89 -1
148 216 1
165 389 1
6 1035 1
6 12 1
248 655 -1
27 674 1
6 213 1
394 961 1
7 361 1
36 53 1
42 3679 -1
529 649 1
163 198 1
139 2567 1
180 1999 1
176 196 1
0 1266 1
43 802 1
81 173 1
756 1186 1
247 3279 1
65 132 1
4 21 1
176 1032 1
22 655 1
0 3133 1
2 357 1
38 200 1
512 2538 1
251 3730 1
10 76 1
14 1074 1
94 124 -1
32 207 1
75 1683 1
54 189 1
8 490 1
42 3776 -1
3778 3779 1
35 3519 1
402 1991 1
251 1641 1
372 655 1
2 61 1
116 1024 1
791 2727 1
58 236 1
33 2413 1
477 3464 -1
1012 1014 1
177 981 1
14 2416 1
397 1378 1
42 188 1
14 3547 1
365 1637 1
88 1707 1
287 1277 1
15 29 1
231 1609 1
4 241 1
1039 2981 1
1102 2080 1
216 271 1
89 174 1
7 355 1
412 1856 1
154 423 1
42 170 1
8 345 1
24 1763 1
3 83 1
129 848 1
1248 3676 1
24 1787 1
1 381 1
68 255 1
2 637 1
142 1143 1
0 1287 1
113 361 1
52 428 1
7 960 1
26 289 1
539 2590 1
128 1088 1
102 117 1
287 2335 -1
221 350 1
213 452 1
12 126 1
24 3687 1
443 1927 1
10 3714 1
10 18 -1
3 379 1
53 292 1
5 2351 1
29 1516 1
52 2379 1
163 278 1
74 3572 1
14 2335 1
21 1743 1
732 1725 1
61 115 1
21 254 1
485 2222 1
150 1883 1
86 490 -1
69 202 1
507 3767 -1
0 3244 1
4 84 1
9 74 1
44 3573 -1
1451 3748 1
57 164 1
85 896 1
177 2300 1
355 465 1
4 96 1
